CH1,CH2,Start,Increment,
Volt,Volt,-4.04000e-04,1.00000e-06
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-2.04e+00,-3.60e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.60e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.66e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.60e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.60e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.66e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.60e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.66e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.66e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.56e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-1.96e+00,-3.64e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.62e+00,
-2.04e+00,-3.58e+00,
-2.04e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.08e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-2.04e+00,-3.66e+00,
-2.04e+00,-3.66e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
-2.04e+00,-3.64e+00,
-1.96e+00,-3.58e+00,
-1.96e+00,-3.64e+00,
-2.08e+00,-3.58e+00,
